rank,citation_group,priority_score,status,date,type,title,chapter,next_action,source_note_draft,catalog_url,pdf_url
374,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - September 1995 (Late) [4],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Late) [4], NAID 120361763.",https://catalog.archives.gov/id/120361763,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-014-012-2016.pdf
375,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - September 1995 (Late) [5],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Late) [5], NAID 120361765.",https://catalog.archives.gov/id/120361765,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-015-001-2016.pdf
376,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - September 1995 (Late) [6],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Late) [6], NAID 120361767.",https://catalog.archives.gov/id/120361767,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-015-002-2016.pdf
377,Copy-Ready Drafts,8,working draft ready,1995-01-01,Scout Lead,Bosnia - September 1995 (Late) [7],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Late) [7], NAID 120361769.",https://catalog.archives.gov/id/120361769,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-015-003-2016.pdf
378,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - September 1995 (Late) [8],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 (Late) [8], NAID 120361771.",https://catalog.archives.gov/id/120361771,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-015-004-2016.pdf
379,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - September 1995 [2],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 [2], NAID 120361711.",https://catalog.archives.gov/id/120361711,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-012-010-2016.pdf
380,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia - September 1995 [4],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia - September 1995 [4], NAID 120361715.",https://catalog.archives.gov/id/120361715,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0687-f/42-t-7585499-20130687F-012-012-2016.pdf
381,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,Bosnia Principals Committee/Deputies Committee 1995 Meetings [2],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Donald Kerrick's Files, Bosnia Principals Committee/Deputies Committee 1995 Meetings [2], NAID 40482494.",https://catalog.archives.gov/id/40482494,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4824/40482494/content/presidential-libraries/clinton/foia/2008/2008-0994-F/2008-0994-F-Bosnia-JPG/Box_024/42-t-7585486-20080994F-024-002-2016/42_t_7585486_20080994F_024_002_2016_Page_001.JPG
382,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0160 DC Meeting on Bosnia-Hercegovina, January 6, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0160 DC Meeting on Bosnia-Hercegovina, January 6, 1995, NAID 41051336.",https://catalog.archives.gov/id/41051336,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-004-027-2016.pdf
383,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0163 DC Meeting on Bosnia-Hercegovina, January 11, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0163 DC Meeting on Bosnia-Hercegovina, January 11, 1995, NAID 41051337.",https://catalog.archives.gov/id/41051337,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-004-028-2016.pdf
384,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0165 DC Meeting on Bosnia-Hercegovina and Croatia, January 25, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0165 DC Meeting on Bosnia-Hercegovina and Croatia, January 25, 1995, NAID 41051338.",https://catalog.archives.gov/id/41051338,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-004-029-2016.pdf
385,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0168 DC Meeting on Bosnia-Hercegovina and Croatia, February 2, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0168 DC Meeting on Bosnia-Hercegovina and Croatia, February 2, 1995, NAID 41051339.",https://catalog.archives.gov/id/41051339,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-001-2016.pdf
386,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0176 DC Meeting on Bosnia-Hercegovina and Croatia, February 22, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0176 DC Meeting on Bosnia-Hercegovina and Croatia, February 22, 1995, NAID 41051340.",https://catalog.archives.gov/id/41051340,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-002-2016.pdf
387,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0178 DC Meeting on Bosnia-Hercegovina and Croatia, February 28, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0178 DC Meeting on Bosnia-Hercegovina and Croatia, February 28, 1995, NAID 41051341.",https://catalog.archives.gov/id/41051341,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-003-2016.pdf
388,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0179 DC Meeting on Bosnia-Hercegovina and Croatia, March 2, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0179 DC Meeting on Bosnia-Hercegovina and Croatia, March 2, 1995, NAID 41051342.",https://catalog.archives.gov/id/41051342,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-004-2016.pdf
389,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0181 DC Meeting on Bosnia-Hercegovina, March 9, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0181 DC Meeting on Bosnia-Hercegovina, March 9, 1995, NAID 41051343.",https://catalog.archives.gov/id/41051343,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-005-2016.pdf
390,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0196 DC Meeting on Bosnia-Hercegovina and Croatia, April 27, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0196 DC Meeting on Bosnia-Hercegovina and Croatia, April 27, 1995, NAID 41051344.",https://catalog.archives.gov/id/41051344,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-006-2016.pdf
391,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0198 DC Meeting on Bosnia-Hercegovina and Croatia, May 4, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0198 DC Meeting on Bosnia-Hercegovina and Croatia, May 4, 1995, NAID 41051345.",https://catalog.archives.gov/id/41051345,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-007-2016.pdf
392,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0199 DC Meeting on Bosnia-Hercegovina and Croatia, May 9, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0199 DC Meeting on Bosnia-Hercegovina and Croatia, May 9, 1995, NAID 41051346.",https://catalog.archives.gov/id/41051346,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-008-2016.pdf
393,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0202 DC Meeting on Bosnia-Hercegovina, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0202 DC Meeting on Bosnia-Hercegovina, 1995, NAID 41051347.",https://catalog.archives.gov/id/41051347,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-009-2016.pdf
394,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0203 DC Meeting on Bosnia-Hercegovina, June 19, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0203 DC Meeting on Bosnia-Hercegovina, June 19, 1995, NAID 41051348.",https://catalog.archives.gov/id/41051348,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-010-2016.pdf
395,Copy-Ready Drafts,8,selection,1995-01-01,Scout Lead,"DC0206 DC Meeting on Bosnia-Hercegovina, July 11-12, 1995",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0206 DC Meeting on Bosnia-Hercegovina, July 11-12, 1995, NAID 41051349.",https://catalog.archives.gov/id/41051349,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-011-2016.pdf
